document,topic_id,topic_label,topic_proportion
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151118BKNCHA.txt,5,Screen-related offensive contact,0.024084778420038536
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227DENMIN.txt,1,Shot attempt with incidental contact,0.3172635445362718
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227DENMIN.txt,11,General shooting foul situation,0.27594123048668506
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227DENMIN.txt,8,Marginal contact & non-call assessment,0.21533516988062443
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227DENMIN.txt,0,Close-range contact near the basket,0.04178145087235997
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227DENMIN.txt,9,Guard-driven shot with defensive pressure,0.022497704315886137
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227DENMIN.txt,6,Off-ball or weak-side contact,0.022497704315886137
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227DENMIN.txt,4,Drive or shot contested by defender,0.022497704315886137
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227DENMIN.txt,10,Wing isolation or drive play,0.019742883379247015
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227DENMIN.txt,5,Screen-related offensive contact,0.019742883379247015
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227DENMIN.txt,3,Perimeter shot with defender contact,0.019742883379247015
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227DENMIN.txt,7,Post-play physical contact,0.011478420569329661
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227DENMIN.txt,2,Replay review and ruling outcome,0.011478420569329661
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171021DETNYK.txt,3,Perimeter shot with defender contact,0.29922027290448344
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171021DETNYK.txt,8,Marginal contact & non-call assessment,0.1764132553606238
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171021DETNYK.txt,4,Drive or shot contested by defender,0.1764132553606238
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171021DETNYK.txt,10,Wing isolation or drive play,0.07115009746588695
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171021DETNYK.txt,1,Shot attempt with incidental contact,0.07115009746588695
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171021DETNYK.txt,9,Guard-driven shot with defensive pressure,0.03606237816764133
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171021DETNYK.txt,11,General shooting foul situation,0.03021442495126706
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171021DETNYK.txt,7,Post-play physical contact,0.03021442495126706
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171021DETNYK.txt,6,Off-ball or weak-side contact,0.03021442495126706
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171021DETNYK.txt,0,Close-range contact near the basket,0.03021442495126706
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171021DETNYK.txt,5,Screen-related offensive contact,0.02436647173489279
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171021DETNYK.txt,2,Replay review and ruling outcome,0.02436647173489279
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170405TORDET.txt,10,Wing isolation or drive play,0.2701822916666667
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170405TORDET.txt,8,Marginal contact & non-call assessment,0.24674479166666666
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170405TORDET.txt,3,Perimeter shot with defender contact,0.17252604166666666
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170405TORDET.txt,0,Close-range contact near the basket,0.07486979166666667
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170405TORDET.txt,1,Shot attempt with incidental contact,0.05143229166666667
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170405TORDET.txt,4,Drive or shot contested by defender,0.04361979166666667
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170405TORDET.txt,11,General shooting foul situation,0.027994791666666668
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170405TORDET.txt,2,Replay review and ruling outcome,0.027994791666666668
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170405TORDET.txt,6,Off-ball or weak-side contact,0.024088541666666668
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170405TORDET.txt,5,Screen-related offensive contact,0.024088541666666668
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170405TORDET.txt,9,Guard-driven shot with defensive pressure,0.020182291666666668
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170405TORDET.txt,7,Post-play physical contact,0.016276041666666668
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20150415DENGSW.txt,2,Replay review and ruling outcome,0.1897689768976898
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20150415DENGSW.txt,1,Shot attempt with incidental contact,0.1303630363036304
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20150415DENGSW.txt,11,General shooting foul situation,0.12046204620462048
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20150415DENGSW.txt,3,Perimeter shot with defender contact,0.10066006600660067
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20150415DENGSW.txt,6,Off-ball or weak-side contact,0.09075907590759077
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20150415DENGSW.txt,0,Close-range contact near the basket,0.08085808580858087
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20150415DENGSW.txt,4,Drive or shot contested by defender,0.07095709570957096
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20150415DENGSW.txt,9,Guard-driven shot with defensive pressure,0.05115511551155116
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20150415DENGSW.txt,10,Wing isolation or drive play,0.041254125412541254
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20150415DENGSW.txt,8,Marginal contact & non-call assessment,0.041254125412541254
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20150415DENGSW.txt,7,Post-play physical contact,0.041254125412541254
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20150415DENGSW.txt,5,Screen-related offensive contact,0.041254125412541254
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180313MINWAS.txt,1,Shot attempt with incidental contact,0.2940860215053764
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180313MINWAS.txt,8,Marginal contact & non-call assessment,0.20053763440860214
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180313MINWAS.txt,3,Perimeter shot with defender contact,0.18440860215053761
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180313MINWAS.txt,0,Close-range contact near the basket,0.058602150537634415
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180313MINWAS.txt,5,Screen-related offensive contact,0.0489247311827957
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180313MINWAS.txt,2,Replay review and ruling outcome,0.0489247311827957
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180313MINWAS.txt,7,Post-play physical contact,0.039247311827956995
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180313MINWAS.txt,10,Wing isolation or drive play,0.029569892473118285
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180313MINWAS.txt,6,Off-ball or weak-side contact,0.02634408602150538
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180313MINWAS.txt,4,Drive or shot contested by defender,0.02634408602150538
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180313MINWAS.txt,9,Guard-driven shot with defensive pressure,0.023118279569892475
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180313MINWAS.txt,11,General shooting foul situation,0.01989247311827957
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151028SASOKC.txt,7,Post-play physical contact,0.19598765432098766
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151028SASOKC.txt,5,Screen-related offensive contact,0.18672839506172842
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151028SASOKC.txt,0,Close-range contact near the basket,0.11265432098765434
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151028SASOKC.txt,6,Off-ball or weak-side contact,0.09413580246913582
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151028SASOKC.txt,3,Perimeter shot with defender contact,0.06635802469135803
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151028SASOKC.txt,1,Shot attempt with incidental contact,0.06635802469135803
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151028SASOKC.txt,2,Replay review and ruling outcome,0.05709876543209877
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151028SASOKC.txt,11,General shooting foul situation,0.04783950617283951
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151028SASOKC.txt,9,Guard-driven shot with defensive pressure,0.04783950617283951
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151028SASOKC.txt,8,Marginal contact & non-call assessment,0.04783950617283951
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151028SASOKC.txt,10,Wing isolation or drive play,0.03858024691358025
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151028SASOKC.txt,4,Drive or shot contested by defender,0.03858024691358025
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180317SACUTA.txt,7,Post-play physical contact,0.3420441347270616
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180317SACUTA.txt,0,Close-range contact near the basket,0.18524970963995355
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180317SACUTA.txt,8,Marginal contact & non-call assessment,0.1329849012775842
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180317SACUTA.txt,10,Wing isolation or drive play,0.06329849012775843
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180317SACUTA.txt,1,Shot attempt with incidental contact,0.056329849012775844
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180317SACUTA.txt,5,Screen-related offensive contact,0.04587688734030198
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180317SACUTA.txt,11,General shooting foul situation,0.0389082462253194
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180317SACUTA.txt,2,Replay review and ruling outcome,0.035423925667828114
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180317SACUTA.txt,9,Guard-driven shot with defensive pressure,0.03193960511033682
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180317SACUTA.txt,4,Drive or shot contested by defender,0.03193960511033682
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180317SACUTA.txt,6,Off-ball or weak-side contact,0.02148664343786295
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180317SACUTA.txt,3,Perimeter shot with defender contact,0.014518002322880372
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171127LALLAC.txt,6,Off-ball or weak-side contact,0.22143974960876367
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171127LALLAC.txt,8,Marginal contact & non-call assessment,0.20735524256651017
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171127LALLAC.txt,0,Close-range contact near the basket,0.18857589984350548
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171127LALLAC.txt,1,Shot attempt with incidental contact,0.07120500782472614
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171127LALLAC.txt,3,Perimeter shot with defender contact,0.06651017214397496
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171127LALLAC.txt,2,Replay review and ruling outcome,0.05242566510172145
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171127LALLAC.txt,10,Wing isolation or drive play,0.038341158059467924
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171127LALLAC.txt,5,Screen-related offensive contact,0.038341158059467924
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171127LALLAC.txt,9,Guard-driven shot with defensive pressure,0.033646322378716745
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171127LALLAC.txt,7,Post-play physical contact,0.033646322378716745
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171127LALLAC.txt,11,General shooting foul situation,0.024256651017214397
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171127LALLAC.txt,4,Drive or shot contested by defender,0.024256651017214397
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20160314MINPHO.txt,1,Shot attempt with incidental contact,0.2495291902071563
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20160314MINPHO.txt,4,Drive or shot contested by defender,0.22693032015065911
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20160314MINPHO.txt,0,Close-range contact near the basket,0.10263653483992467
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20160314MINPHO.txt,3,Perimeter shot with defender contact,0.0800376647834275
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20160314MINPHO.txt,11,General shooting foul situation,0.06308851224105462
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20160314MINPHO.txt,2,Replay review and ruling outcome,0.05178907721280603
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20160314MINPHO.txt,7,Post-play physical contact,0.04613935969868174
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20160314MINPHO.txt,9,Guard-driven shot with defensive pressure,0.04048964218455744
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20160314MINPHO.txt,8,Marginal contact & non-call assessment,0.04048964218455744
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20160314MINPHO.txt,10,Wing isolation or drive play,0.03483992467043315
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20160314MINPHO.txt,5,Screen-related offensive contact,0.03483992467043315
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20160314MINPHO.txt,6,Off-ball or weak-side contact,0.029190207156308854
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227NYKCHI.txt,4,Drive or shot contested by defender,0.26746031746031745
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227NYKCHI.txt,11,General shooting foul situation,0.2626984126984127
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227NYKCHI.txt,8,Marginal contact & non-call assessment,0.1484126984126984
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227NYKCHI.txt,0,Close-range contact near the basket,0.06746031746031747
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227NYKCHI.txt,6,Off-ball or weak-side contact,0.043650793650793655
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227NYKCHI.txt,7,Post-play physical contact,0.038888888888888896
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227NYKCHI.txt,1,Shot attempt with incidental contact,0.038888888888888896
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227NYKCHI.txt,3,Perimeter shot with defender contact,0.03412698412698413
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227NYKCHI.txt,10,Wing isolation or drive play,0.029365079365079365
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227NYKCHI.txt,2,Replay review and ruling outcome,0.029365079365079365
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227NYKCHI.txt,9,Guard-driven shot with defensive pressure,0.019841269841269844
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20171227NYKCHI.txt,5,Screen-related offensive contact,0.019841269841269844
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170116ATLNYK.txt,4,Drive or shot contested by defender,0.3357605177993528
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170116ATLNYK.txt,2,Replay review and ruling outcome,0.1464401294498382
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170116ATLNYK.txt,8,Marginal contact & non-call assessment,0.08818770226537218
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170116ATLNYK.txt,3,Perimeter shot with defender contact,0.06877022653721683
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170116ATLNYK.txt,1,Shot attempt with incidental contact,0.06877022653721683
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170116ATLNYK.txt,10,Wing isolation or drive play,0.063915857605178
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170116ATLNYK.txt,11,General shooting foul situation,0.059061488673139165
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170116ATLNYK.txt,7,Post-play physical contact,0.03964401294498383
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170116ATLNYK.txt,0,Close-range contact near the basket,0.03964401294498383
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170116ATLNYK.txt,9,Guard-driven shot with defensive pressure,0.03478964401294499
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170116ATLNYK.txt,5,Screen-related offensive contact,0.02993527508090615
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170116ATLNYK.txt,6,Off-ball or weak-side contact,0.025080906148867314
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151125ATLMIN.txt,1,Shot attempt with incidental contact,0.24962292609351433
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151125ATLMIN.txt,0,Close-range contact near the basket,0.23604826546003016
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151125ATLMIN.txt,2,Replay review and ruling outcome,0.14555052790346906
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151125ATLMIN.txt,11,General shooting foul situation,0.07767722473604827
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151125ATLMIN.txt,10,Wing isolation or drive play,0.06862745098039216
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151125ATLMIN.txt,5,Screen-related offensive contact,0.04600301659125189
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151125ATLMIN.txt,7,Post-play physical contact,0.041478129713423836
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151125ATLMIN.txt,6,Off-ball or weak-side contact,0.041478129713423836
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151125ATLMIN.txt,3,Perimeter shot with defender contact,0.02790346907993967
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151125ATLMIN.txt,9,Guard-driven shot with defensive pressure,0.023378582202111614
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151125ATLMIN.txt,4,Drive or shot contested by defender,0.023378582202111614
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20151125ATLMIN.txt,8,Marginal contact & non-call assessment,0.018853695324283562
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180201TORWAS.txt,10,Wing isolation or drive play,0.37475049900199603
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180201TORWAS.txt,8,Marginal contact & non-call assessment,0.1621756487025948
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180201TORWAS.txt,3,Perimeter shot with defender contact,0.1591816367265469
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180201TORWAS.txt,7,Post-play physical contact,0.03942115768463074
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180201TORWAS.txt,5,Screen-related offensive contact,0.03942115768463074
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180201TORWAS.txt,2,Replay review and ruling outcome,0.03642714570858284
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180201TORWAS.txt,1,Shot attempt with incidental contact,0.03642714570858284
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180201TORWAS.txt,6,Off-ball or weak-side contact,0.03343313373253493
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180201TORWAS.txt,0,Close-range contact near the basket,0.03343313373253493
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180201TORWAS.txt,9,Guard-driven shot with defensive pressure,0.03043912175648703
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180201TORWAS.txt,4,Drive or shot contested by defender,0.03043912175648703
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20180201TORWAS.txt,11,General shooting foul situation,0.024451097804391222
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170311MINMIL.txt,1,Shot attempt with incidental contact,0.2800338409475465
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170311MINMIL.txt,9,Guard-driven shot with defensive pressure,0.24957698815566834
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170311MINMIL.txt,10,Wing isolation or drive play,0.08714043993231811
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170311MINMIL.txt,0,Close-range contact near the basket,0.08206429780033841
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170311MINMIL.txt,7,Post-play physical contact,0.05668358714043994
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170311MINMIL.txt,8,Marginal contact & non-call assessment,0.046531302876480544
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170311MINMIL.txt,3,Perimeter shot with defender contact,0.046531302876480544
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170311MINMIL.txt,5,Screen-related offensive contact,0.03637901861252115
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170311MINMIL.txt,11,General shooting foul situation,0.031302876480541454
file:/Users/ziyingzhao/Desktop/Mallet%20project/docs/20170311MINMIL.txt,6,Off-ball or weak-side contact,0.031302876480541454
