doc_file,topic_id,topic_label,topic_proportion
20180325NYKWAS.txt,4,Drive or shot contested by defender,0.3628608923884515
20171223BKNIND.txt,10,Wing isolation or drive play,0.3625561978163134
20161116MEMLAC.txt,7,Post-play physical contact,0.3622112211221122
20160126OKCNYK.txt,5,Screen-related offensive contact,0.3620527306967984
20170425UTALAC.txt,0,Close-range contact near the basket,0.3620495495495495
20160306DALDEN.txt,11,General shooting foul situation,0.3619791666666666
20161123MEMPHI.txt,7,Post-play physical contact,0.3616255144032922
20180120GSWHOU.txt,8,Marginal contact & non-call assessment,0.3614916286149163
20161125WASORL.txt,3,Perimeter shot with defender contact,0.3612836438923395
20161101HOUCLE.txt,1,Shot attempt with incidental contact,0.3612521150592216
20161102OKCLAC.txt,5,Screen-related offensive contact,0.3611111111111111
20180319DENMIA.txt,11,General shooting foul situation,0.3602464332036316
20171201MINOKC.txt,1,Shot attempt with incidental contact,0.3601928374655647
20160509TORMIA.txt,10,Wing isolation or drive play,0.3598765432098765
20171230CLEUTA.txt,1,Shot attempt with incidental contact,0.3594147582697201
20171222NYKDET.txt,4,Drive or shot contested by defender,0.3592995169082126
20170312PHILAL.txt,9,Guard-driven shot with defensive pressure,0.3589306029579067
20171020DETWAS.txt,3,Perimeter shot with defender contact,0.3587719298245614
20170328PHIBKN.txt,9,Guard-driven shot with defensive pressure,0.3583333333333333
20180123BKNOKC.txt,5,Screen-related offensive contact,0.3583333333333333
20180110CHINYK.txt,4,Drive or shot contested by defender,0.3583009079118028
20170315MILLAC.txt,9,Guard-driven shot with defensive pressure,0.3578042328042328
20180321CHABKN.txt,10,Wing isolation or drive play,0.3577380952380952
20160306HOUTOR.txt,10,Wing isolation or drive play,0.357449088960343
20171212LALNYK.txt,6,Off-ball or weak-side contact,0.357347670250896
20170329MILBOS.txt,9,Guard-driven shot with defensive pressure,0.3567538126361655
20180325MIAIND.txt,5,Screen-related offensive contact,0.3566748566748566
20180304CHATOR.txt,10,Wing isolation or drive play,0.3565531475748194
20170119DALMIA.txt,6,Off-ball or weak-side contact,0.3565292096219931
20150323MINUTA.txt,0,Close-range contact near the basket,0.3561710398445092
20161102PORPHO.txt,3,Perimeter shot with defender contact,0.3560996563573883
20161213MINCHI.txt,1,Shot attempt with incidental contact,0.3560157790927021
20161228INDWAS.txt,5,Screen-related offensive contact,0.3557919621749408
20171111MINPHO.txt,1,Shot attempt with incidental contact,0.3557471264367816
20160429LACPOR.txt,3,Perimeter shot with defender contact,0.3556201550387596
20171020LALPHO.txt,4,Drive or shot contested by defender,0.3554131054131054
20171231LALHOU.txt,6,Off-ball or weak-side contact,0.355392156862745
20151204CLENOP.txt,4,Drive or shot contested by defender,0.3553763440860215
20170223CHADET.txt,9,Guard-driven shot with defensive pressure,0.3551650692225772
20171027WASGSW.txt,6,Off-ball or weak-side contact,0.3545953360768176
20160502OKCSAS.txt,7,Post-play physical contact,0.3544657097288676
20160418DALOKC.txt,5,Screen-related offensive contact,0.3544372294372294
20170213ATLPOR.txt,3,Perimeter shot with defender contact,0.3541666666666667
20180101MILTOR.txt,10,Wing isolation or drive play,0.3541666666666666
20171212PHIMIN.txt,1,Shot attempt with incidental contact,0.3537794299876084
20171030CHAMEM.txt,7,Post-play physical contact,0.3535947712418301
20161206PHIMEM.txt,9,Guard-driven shot with defensive pressure,0.3534621578099839
20160408MIAORL.txt,3,Perimeter shot with defender contact,0.3533886583679115
20180328BOSUTA.txt,11,General shooting foul situation,0.3533886583679115
20150422SASLAC.txt,0,Close-range contact near the basket,0.3527131782945736
20180331BKNMIA.txt,10,Wing isolation or drive play,0.3527131782945736
20170124MINPHO.txt,1,Shot attempt with incidental contact,0.3525963149078727
20171026DALMEM.txt,7,Post-play physical contact,0.3524691358024691
20180308SASGSW.txt,7,Post-play physical contact,0.3521046643913538
20171117MIAWAS.txt,6,Off-ball or weak-side contact,0.3521021021021021
20170311PHODAL.txt,4,Drive or shot contested by defender,0.3520531400966183
20171110ATLDET.txt,3,Perimeter shot with defender contact,0.3516548463356974
20160127LACATL.txt,0,Close-range contact near the basket,0.3515452538631347
20180321TORCLE.txt,10,Wing isolation or drive play,0.3513708513708514
20150427ATLBKN.txt,10,Wing isolation or drive play,0.3513681592039801
20161119CHANOP.txt,4,Drive or shot contested by defender,0.3508184523809524
20150302LACMIN.txt,1,Shot attempt with incidental contact,0.3507575757575757
20170423LACUTA.txt,0,Close-range contact near the basket,0.3506375227686703
20180404DALORL.txt,3,Perimeter shot with defender contact,0.3505231689088191
20161106MILDAL.txt,9,Guard-driven shot with defensive pressure,0.3503611971104231
20170508HOUSAS.txt,8,Marginal contact & non-call assessment,0.3499149659863945
20180214INDBKN.txt,10,Wing isolation or drive play,0.3498995983935743
20170123OKCUTA.txt,5,Screen-related offensive contact,0.3498062015503876
20151118TORUTA.txt,0,Close-range contact near the basket,0.3495238095238095
20151104PHIMIL.txt,9,Guard-driven shot with defensive pressure,0.3493827160493827
20180309LALDEN.txt,11,General shooting foul situation,0.3493265993265994
20161026OKCPHI.txt,5,Screen-related offensive contact,0.3492392807745505
20171215OKCPHI.txt,9,Guard-driven shot with defensive pressure,0.3491954022988505
20180330DENOKC.txt,11,General shooting foul situation,0.3490896358543417
20180210NOPBKN.txt,4,Drive or shot contested by defender,0.3489909533750869
20180116NOPBOS.txt,11,General shooting foul situation,0.3488990129081245
20151221OKCLAC.txt,0,Close-range contact near the basket,0.3484299516908212
20171213UTACHI.txt,11,General shooting foul situation,0.3480874316939891
20180227BKNCLE.txt,10,Wing isolation or drive play,0.347323600973236
20170121SASCLE.txt,7,Post-play physical contact,0.3472222222222222
20171227DALIND.txt,5,Screen-related offensive contact,0.3471544715447154
20160327HOUIND.txt,5,Screen-related offensive contact,0.3466947960618847
20161111INDPHI.txt,9,Guard-driven shot with defensive pressure,0.3465732087227414
20160320PORDAL.txt,3,Perimeter shot with defender contact,0.3465544871794871
20161212BKNHOU.txt,10,Wing isolation or drive play,0.3464912280701754
20160110NOPLAC.txt,0,Close-range contact near the basket,0.3464598249801113
20161218BKNPHI.txt,9,Guard-driven shot with defensive pressure,0.3463901689708141
20180322DETHOU.txt,3,Perimeter shot with defender contact,0.3463665086887835
20171128PHOCHI.txt,4,Drive or shot contested by defender,0.3459429824561403
20171104NOPCHI.txt,4,Drive or shot contested by defender,0.3457516339869281
20161226DALNOP.txt,4,Drive or shot contested by defender,0.3455459770114942
20160125ORLMEM.txt,7,Post-play physical contact,0.3454627133872416
20170301INDSAS.txt,7,Post-play physical contact,0.345350052246604
20160312MIATOR.txt,10,Wing isolation or drive play,0.3451576576576576
20180403ATLMIA.txt,6,Off-ball or weak-side contact,0.3450390189520624
20171023SACPHO.txt,7,Post-play physical contact,0.3448067632850242
20161115ATLMIA.txt,6,Off-ball or weak-side contact,0.3446455505279034
20170309PHIPOR.txt,9,Guard-driven shot with defensive pressure,0.3446078431372549
20151207LACMIN.txt,1,Shot attempt with incidental contact,0.3444940476190476
20161109HOUSAS.txt,7,Post-play physical contact,0.3444940476190476
20180223MIANOP.txt,4,Drive or shot contested by defender,0.3441947565543071
20151104LACGSW.txt,0,Close-range contact near the basket,0.3441127694859038
20161102DETBKN.txt,10,Wing isolation or drive play,0.3439922480620155
20161125OKCDEN.txt,11,General shooting foul situation,0.3433862433862434
20180321INDNOP.txt,4,Drive or shot contested by defender,0.3431372549019608
20151217TORCHA.txt,10,Wing isolation or drive play,0.3430173292558613
20160203ORLOKC.txt,5,Screen-related offensive contact,0.3429824561403509
20180124NOPCHA.txt,4,Drive or shot contested by defender,0.3429487179487179
20180213MIATOR.txt,10,Wing isolation or drive play,0.342841163310962
20180110DALCHA.txt,9,Guard-driven shot with defensive pressure,0.3428390367553866
20180301BKNSAC.txt,7,Post-play physical contact,0.3427057864710676
20160206DALMEM.txt,7,Post-play physical contact,0.3426745329400197
20170303SASNOP.txt,7,Post-play physical contact,0.3424717145343777
20161128SACWAS.txt,7,Post-play physical contact,0.3422787193973635
20170301CLEBOS.txt,1,Shot attempt with incidental contact,0.3422764227642276
20170106MEMGSW.txt,7,Post-play physical contact,0.3421474358974359
20180317SACUTA.txt,7,Post-play physical contact,0.3420441347270616
20151123SACCHA.txt,9,Guard-driven shot with defensive pressure,0.3419150858175248
20180307TORDET.txt,10,Wing isolation or drive play,0.3417467948717948
20180107UTAMIA.txt,6,Off-ball or weak-side contact,0.3410364145658263
20180130OKCWAS.txt,5,Screen-related offensive contact,0.34077892325315
20171216MILHOU.txt,9,Guard-driven shot with defensive pressure,0.3407557354925776
20160501INDTOR.txt,10,Wing isolation or drive play,0.3405797101449275
20160219DALORL.txt,3,Perimeter shot with defender contact,0.3404761904761905
20170311NOPCHA.txt,9,Guard-driven shot with defensive pressure,0.3403558052434457
20171129BKNDAL.txt,10,Wing isolation or drive play,0.3402777777777778
20180112BKNATL.txt,10,Wing isolation or drive play,0.3402116402116402
20171027OKCMIN.txt,1,Shot attempt with incidental contact,0.3400830737279335
20160104INDMIA.txt,6,Off-ball or weak-side contact,0.3398989898989899
20161210MILWAS.txt,9,Guard-driven shot with defensive pressure,0.3398148148148148
20180228OKCDAL.txt,5,Screen-related offensive contact,0.3397435897435897
20170328MININD.txt,1,Shot attempt with incidental contact,0.3396686159844054
20180208BOSWAS.txt,11,General shooting foul situation,0.3393650793650793
20180327DENTOR.txt,10,Wing isolation or drive play,0.339080459770115
20170407MIATOR.txt,6,Off-ball or weak-side contact,0.3390367553865653
20150423CHIMIL.txt,9,Guard-driven shot with defensive pressure,0.338974358974359
20180119MIABKN.txt,10,Wing isolation or drive play,0.3388888888888889
20160222INDMIA.txt,5,Screen-related offensive contact,0.3385200553250345
20171107CHITOR.txt,11,General shooting foul situation,0.3383500557413601
20160104HOUUTA.txt,0,Close-range contact near the basket,0.3379373848987108
20161203MIAPOR.txt,6,Off-ball or weak-side contact,0.3377192982456141
20180115SASATL.txt,7,Post-play physical contact,0.3375149342891279
20150316LALGSW.txt,6,Off-ball or weak-side contact,0.337431693989071
20160201CHIUTA.txt,0,Close-range contact near the basket,0.3373764600179694
20161026DENNOP.txt,4,Drive or shot contested by defender,0.3372827804107425
20170131NOPTOR.txt,10,Wing isolation or drive play,0.3372497824194952
20171021INDMIA.txt,5,Screen-related offensive contact,0.337173579109063
20170210MIABKN.txt,10,Wing isolation or drive play,0.3371212121212121
20180209MINCHI.txt,1,Shot attempt with incidental contact,0.3369252873563219
20151109MINATL.txt,1,Shot attempt with incidental contact,0.3367071524966262
20170304MINSAS.txt,1,Shot attempt with incidental contact,0.3366271409749671
20150403TORBKN.txt,10,Wing isolation or drive play,0.3366228070175438
20161227UTALAL.txt,6,Off-ball or weak-side contact,0.3362235067437379
20180117SASBKN.txt,7,Post-play physical contact,0.3362168396770473
20160423LACPOR.txt,3,Perimeter shot with defender contact,0.336080586080586
20170124SASTOR.txt,7,Post-play physical contact,0.3357963875205255
20170116ATLNYK.txt,4,Drive or shot contested by defender,0.3357605177993528
20161213GSWNOP.txt,4,Drive or shot contested by defender,0.3356589147286822
20170405DENHOU.txt,8,Marginal contact & non-call assessment,0.3355957767722474
20160129MIAMIL.txt,9,Guard-driven shot with defensive pressure,0.3355957767722474
20170125ATLCHI.txt,11,General shooting foul situation,0.3355359765051395
20180102MEMLAC.txt,7,Post-play physical contact,0.3353494623655914
20170303CLEATL.txt,1,Shot attempt with incidental contact,0.3353018372703412
20160118PHINYK.txt,4,Drive or shot contested by defender,0.3351688693098384
20180226INDDAL.txt,5,Screen-related offensive contact,0.3349567099567099
20180313INDPHI.txt,9,Guard-driven shot with defensive pressure,0.3348813209494324
20170118INDSAC.txt,7,Post-play physical contact,0.334307992202729
20151121WASDET.txt,3,Perimeter shot with defender contact,0.3342592592592592
20161209ATLMIL.txt,9,Guard-driven shot with defensive pressure,0.3342013888888889
20180315LACHOU.txt,8,Marginal contact & non-call assessment,0.3341880341880342
20161229BOSCLE.txt,1,Shot attempt with incidental contact,0.3341625207296849
20171221TORPHI.txt,10,Wing isolation or drive play,0.3339243498817967
20180304PHOATL.txt,4,Drive or shot contested by defender,0.3338833883388339
20151211MINDEN.txt,1,Shot attempt with incidental contact,0.3337479270315091
20161029PORDEN.txt,11,General shooting foul situation,0.3326745718050066
20150427MEMPOR.txt,7,Post-play physical contact,0.3325757575757576
20180122CHINOP.txt,4,Drive or shot contested by defender,0.3324056895485466
20151218LACSAS.txt,0,Close-range contact near the basket,0.3323970037453183
20171025HOUPHI.txt,9,Guard-driven shot with defensive pressure,0.3315911730545877
20170331NYKMIA.txt,6,Off-ball or weak-side contact,0.3315539739027284
20180411DENMIN.txt,11,General shooting foul situation,0.3309078309078309
20180405PORHOU.txt,8,Marginal contact & non-call assessment,0.3305830583058306
20180313CHANOP.txt,4,Drive or shot contested by defender,0.3304093567251462
20171206ATLORL.txt,3,Perimeter shot with defender contact,0.33025956284153
20171025CLEBKN.txt,10,Wing isolation or drive play,0.3302469135802469
20171223DALATL.txt,2,Replay review and ruling outcome,0.3301033591731266
20161119BOSDET.txt,3,Perimeter shot with defender contact,0.3299039780521262
20180323MIAOKC.txt,6,Off-ball or weak-side contact,0.3298611111111111
20170411OKCMIN.txt,1,Shot attempt with incidental contact,0.3298611111111111
20171222ATLOKC.txt,5,Screen-related offensive contact,0.3297258297258297
20161026MINMEM.txt,1,Shot attempt with incidental contact,0.3296296296296296
20170106MINWAS.txt,1,Shot attempt with incidental contact,0.3296019900497512
20180323LACIND.txt,5,Screen-related offensive contact,0.3295795795795796
20171105MIALAC.txt,6,Off-ball or weak-side contact,0.3294573643410853
20160201CLEIND.txt,5,Screen-related offensive contact,0.3292902066486972
20180131MIACLE.txt,6,Off-ball or weak-side contact,0.3292108362779741
20160121ATLSAC.txt,7,Post-play physical contact,0.3289800995024876
20150404PHICHA.txt,9,Guard-driven shot with defensive pressure,0.3289085545722713
20171127SACGSW.txt,7,Post-play physical contact,0.328880407124682
20160410TORNYK.txt,10,Wing isolation or drive play,0.328880407124682
20171105INDNYK.txt,4,Drive or shot contested by defender,0.3284313725490196
20180315TORIND.txt,10,Wing isolation or drive play,0.3283045977011494
20171029SASIND.txt,5,Screen-related offensive contact,0.3281609195402299
20160317CHAMIA.txt,6,Off-ball or weak-side contact,0.328030303030303
20180105WASMEM.txt,7,Post-play physical contact,0.3279569892473118
